make_model,body_type,price,vat,km,Type,Fuel,Gears,Comfort_Convenience,Entertainment_Media,Extras,Safety_Security,age,Previous_Owners,hp_kW,Inspection_new,Paint_Type,Upholstery_type,Gearing_Type,Displacement_cc,Weight_kg,Drive_chain,cons_comb
Audi A1,Sedans,18250,VAT deductible,14551.0,Employee's car,Diesel,7.0,"Air conditioning,Armrest,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel","Bluetooth,Hands-free equipment,MP3,Radio",Alloy wheels,"Central door lock,Daytime running lights,Driver-side airbag,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",1.0,1.0,85.0,0,Uni/basic,Cloth,Automatic,1598.0,1135.0,front,4.0
Audi A1,Sedans,18200,VAT deductible,16500.0,Used,Diesel,6.0,"Air conditioning,Air suspension,Armrest,Automatic climate control,Auxiliary heating,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows,Wind deflector","Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Shift paddles,Sport package,Sport suspension,Voice Control","ABS,Adaptive Cruise Control,Adaptive headlights,Alarm system,Central door lock,Central door lock with remote control,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Head airbag,Isofix,LED Daytime Running Lights,LED Headlights,Night view assist,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.2
Audi A1,Compact,18185,VAT deductible,26700.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport package,Sport seats,Sport suspension","ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,1.0,85.0,1,Metallic,Cloth,Automatic,1598.0,1180.0,front,3.8
Audi A1,Sedans,18150,Price negotiable,8000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",2.0,2.0,70.0,0,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4
Audi A1,Compact,18000,Price negotiable,15000.0,Used,Diesel,6.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Lumbar support,Multi-function steering wheel,Power windows,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Shift paddles","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1225.0,front,3.8
Audi A1,Compact,17998,Price negotiable,14436.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","CD player,MP3,On-board computer,Radio","Alloy wheels,Catalytic Converter","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",2.0,2.0,92.0,1,Metallic,Cloth,Automatic,1395.0,1180.0,front,5.2
Audi A1,Compact,17998,VAT deductible,72624.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,MP3,On-board computer,Radio","Alloy wheels,Sport package,Sport suspension","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,2.0,92.0,1,Metallic,Part/Full Leather,Automatic,1395.0,1180.0,front,5.2
Audi A1,Sedans,17990,VAT deductible,13960.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",3.0,1.0,66.0,1,Metallic,Cloth,Automatic,1422.0,1195.0,front,3.9
Audi A1,Sedans,17990,VAT deductible,40301.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","MP3,On-board computer,Radio","Alloy wheels,Catalytic Converter,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",3.0,1.0,92.0,1,Metallic,Cloth,Automatic,1395.0,1135.0,front,5.2
Audi A1,Sedans,17990,VAT deductible,19990.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Power windows,Rain sensor,Split rear seats","Bluetooth,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Side airbag,Traction control,Xenon headlights",2.0,2.0,71.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.2
Audi A1,Compact,17990,VAT deductible,3087.0,Used,Benzine,7.0,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1180.0,front,4.4
Audi A1,Compact,17989,VAT deductible,37626.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Sport package,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,1.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1195.0,front,4.1
Audi A1,Sedans,17980,VAT deductible,22980.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",2.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1135.0,front,4.4
Audi A1,Compact,17980,VAT deductible,57926.0,Used,Diesel,7.0,"Air conditioning,Armrest,Electrical side mirrors,Hill Holder,Multi-function steering wheel,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,Radio,Sound system,USB",Alloy wheels,"ABS,Daytime running lights,Driver-side airbag,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Xenon headlights",3.0,1.0,66.0,1,Metallic,Cloth,Automatic,1422.0,1180.0,front,3.8
Audi A1,Compact,17970,VAT deductible,3900.0,Used,Benzine,7.0,"Air conditioning,Armrest,Electrical side mirrors,Hill Holder,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Catalytic Converter","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",2.0,2.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1215.0,front,4.9
Audi A1,Sedans,17980,VAT deductible,7924.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,1.0,92.0,1,Metallic,Cloth,Automatic,1395.0,1135.0,front,4.9
Audi A1,Compact,17970,VAT deductible,6257.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Sport seats","Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",2.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1250.0,front,4.0
Audi A1,Sedans,17950,VAT deductible,29800.0,Used,Diesel,7.0,"Air conditioning,Armrest,Electrical side mirrors,Light sensor,Multi-function steering wheel,Power windows,Rain sensor","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio",Alloy wheels,"ABS,Alarm system,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Power steering,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1200.0,front,3.7
Audi A1,Compact,17950,VAT deductible,35816.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Start-stop system","On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",3.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1065.0,front,4.4
Audi A1,Sedans,17950,VAT deductible,12960.0,Used,Benzine,7.0,"Air conditioning,Armrest,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Catalytic Converter,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,92.0,1,Metallic,Part/Full Leather,Automatic,1395.0,1135.0,front,4.9
Audi A1,Compact,17950,VAT deductible,8600.0,Employee's car,Benzine,7.0,"Air conditioning,Electrical side mirrors,Hill Holder,Leather steering wheel,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4
Audi A1,Sedans,17950,VAT deductible,14300.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",2.0,2.0,70.0,0,Metallic,Part/Full Leather,Automatic,999.0,1090.0,front,4.2
Audi A1,Sedans,17944,VAT deductible,9463.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4
Audi A1,Compact,17940,VAT deductible,20326.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Panorama roof,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system","Alloy wheels,Sport package,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,1.0,92.0,1,Metallic,Cloth,Automatic,1395.0,1180.0,front,4.9
Audi A1,Compact,17950,VAT deductible,70000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system,Tinted windows","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Sport package,Sport seats,Sport suspension","ABS,Adaptive headlights,Alarm system,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traffic sign recognition,Xenon headlights",3.0,2.0,70.0,0,Metallic,Part/Full Leather,Automatic,999.0,1180.0,front,4.4
Audi A1,Sedans,17500,VAT deductible,23664.0,Used,Diesel,7.0,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Start-stop system","Bluetooth,MP3,On-board computer,USB","Alloy wheels,Shift paddles","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,2.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1135.0,front,4.2
Audi A1,Sedans,17500,VAT deductible,51900.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system,Tinted windows","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Sport package,Sport seats,Voice Control","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,1.0,66.0,1,Metallic,Part/Full Leather,Automatic,1422.0,1195.0,front,3.8
Audi A1,Sedans,17500,VAT deductible,15000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system",Radio,Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",2.0,2.0,70.0,0,Metallic,Part/Full Leather,Automatic,999.0,1165.0,front,4.4
Audi A1,Sedans,17500,VAT deductible,33000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,Sound system","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,1.0,92.0,0,Metallic,Part/Full Leather,Automatic,1395.0,1215.0,front,4.9
Audi A1,Sedans,17450,VAT deductible,12000.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear",CD player,Sport seats,"ABS,Central door lock,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Tire pressure monitoring system,Xenon headlights",3.0,1.0,66.0,0,Metallic,Part/Full Leather,Automatic,1422.0,1217.0,front,3.8
Audi A1,Sedans,17500,VAT deductible,42000.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport package","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",2.0,2.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1220.0,front,3.8
Audi A1,Sedans,17930,VAT deductible,25976.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio","Alloy wheels,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",2.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,17500,VAT deductible,26299.0,Used,Benzine,5.0,"Electrical side mirrors,Power windows,Split rear seats,Start-stop system","Bluetooth,CD player,MP3,On-board computer",Alloy wheels,"ABS,Alarm system,Central door lock with remote control,Driver-side airbag,Electronic stability control,Head airbag,Isofix,Passenger-side airbag,Power steering,Side airbag",2.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.2
Audi A1,Sedans,17495,VAT deductible,40000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Cab or rented Car","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",2.0,2.0,70.0,0,Uni/basic,Cloth,Automatic,999.0,1135.0,front,4.4
Audi A1,Sedans,17490,VAT deductible,36530.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Sunroof","Bluetooth,Hands-free equipment,On-board computer","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Power steering,Tire pressure monitoring system,Xenon headlights",2.0,1.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1220.0,front,3.8
Audi A1,Sedans,17490,VAT deductible,29159.0,Used,Diesel,7.0,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Power windows,Rain sensor,Split rear seats","Bluetooth,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Side airbag,Traction control",2.0,1.0,67.0,0,Metallic,Cloth,Automatic,1422.0,1135.0,front,4.2
Audi A1,Sedans,17490,VAT deductible,55000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Sport package,Sport seats,Sport suspension","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,2.0,141.0,0,Metallic,Cloth,Automatic,1798.0,1255.0,front,5.8
Audi A1,Sedans,17449,VAT deductible,40133.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system,Sunroof","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Sport seats,Sport suspension","ABS,Adaptive headlights,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",3.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4
Audi A1,Compact,17445,VAT deductible,38562.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3","Alloy wheels,Catalytic Converter","ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",2.0,2.0,92.0,1,Metallic,Cloth,Automatic,1395.0,1215.0,front,4.9
Audi A1,Compact,17444,VAT deductible,7300.0,Employee's car,Benzine,7.0,"Air conditioning,Electrical side mirrors,Hill Holder,Leather steering wheel,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4
Audi A1,Station wagon,17440,VAT deductible,10457.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",2.0,2.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1215.0,front,4.9
